Year,months,Precipitation,Tem_min,Temp_mx,T_mean,Relative_humidity,Sea_surf_Temp,Wind_speed,SPI3,SPI6,SPI9,SPI12,SPI18,SPI24,SPI36,SPI48
2006,8,89.6478,18.8253,30.0608,24.4175,71.8526,26.1621,6.0308,0.69,0.95,0.03,-0.61,-0.76,-0.64,-1.14,-0.83
2006,9,81.076,18.7504,30.6973,24.6992,69.464,26.7632,5.53962,1.48,1.11,0.72,-0.32,-0.51,-0.39,-1.01,-0.65
2006,10,74.7501,19.2772,31.6109,25.4199,70.5649,27.3938,4.62472,0.18,0.98,1.04,-0.13,-0.23,-0.41,-0.89,-0.7
2006,11,84.7855,17.9747,30.5621,24.2437,69.9242,28.0535,3.96766,1.29,1.14,1.38,0.67,-0.04,-0.2,-0.54,-0.53
2006,12,77.5382,17.2522,29.5373,23.3702,70.9421,28.2571,4.3954,1.56,1.58,1.55,1.4,0.3,0.03,-0.24,-0.47
2007,1,49.7845,16.8836,30.086,23.4606,66.7097,28.0475,4.62978,0.36,1.47,1.56,1.66,0.44,0.05,-0.19,-0.38
2007,2,43.6955,18.2169,31.9311,25.0482,60.967,28.2251,4.55174,0.18,1.3,1.35,1.59,0.43,0.14,-0.24,-0.32
2007,3,67.0817,19.4442,33.107,26.2508,61.8747,28.9,4.27427,-0.34,0.92,1.32,1.33,0.38,0.12,-0.17,-0.29
2007,4,84.7974,20.2408,32.6865,26.439,66.1379,29.635,4.0197,-0.87,0.76,1.04,1.13,0.39,0.23,-0.36,-0.39
2007,5,79.0701,20.5793,32.4469,26.4884,69.9967,29.3383,5.09428,-0.19,0.24,0.81,0.9,0.71,0.14,-0.16,-0.43
2007,6,67.8632,19.1295,30.6881,24.8851,70.32,27.9558,6.41544,1.52,-0.09,0.77,1.17,1.11,0.31,0,-0.35
2007,7,99.2801,18.422,29.2867,23.8306,72.2163,26.8263,6.29586,2.68,0.69,1.33,1.51,1.61,0.65,0.37,-0.17
2007,8,103.795,18.6503,29.8396,24.219,72.9843,26.6108,6.15569,1.82,1.25,1.49,1.62,1.79,0.88,0.61,-0.01
2007,9,79.6802,19.1744,31.2638,25.1942,70.0808,26.9319,5.44515,1.38,1.76,1.31,1.52,1.76,1.03,0.76,0.07
2007,10,65.3169,18.7659,31.6031,25.159,67.4405,27.3563,4.29774,-0.5,1.68,1.06,1.54,1.64,1.02,0.61,0.04
2007,11,56.6187,18.2605,31.2362,24.7226,65.5915,27.8214,4.0816,-0.47,1.43,0.78,1.19,1.45,1.2,0.51,0.1
2007,12,55.7105,17.6728,30.7836,24.2028,64.6911,27.9142,4.3804,0.13,1.03,0.84,0.78,1.52,1.35,0.49,0.2
2008,1,47.2703,17.6115,31.2841,24.4233,63.8333,27.5449,4.55083,0.07,0.44,1.06,0.74,1.66,1.67,0.54,0.28
2008,2,49.249,17.4833,31.3008,24.3676,58.4382,27.4381,5.24416,0.7,0.09,1.2,0.77,1.67,1.7,0.65,0.27
2008,3,77.578,19.1567,32.275,25.6904,60.9977,28.084,3.97206,0.51,-0.02,1.09,0.93,1.5,1.66,0.73,0.41
2008,4,82.3567,19.8583,32.0168,25.9118,67.5891,28.6286,4.36826,-1.13,-0.17,0.36,0.9,1.26,1.49,0.8,0.22
2008,5,76.3376,19.7152,31.7233,25.6939,67.514,28.4977,5.10875,-0.41,-0.17,-0.18,0.85,0.9,1.35,0.69,0.37
2008,6,64.3535,18.8429,30.5794,24.6865,68.7883,27.4429,6.44249,1.05,0.01,-0.26,0.79,0.66,1.51,0.79,0.47
2008,7,72.3965,18.6428,29.9964,24.295,68.4539,26.2839,6.8457,-0.07,-0.03,-0.14,0.33,0.58,1.44,0.76,0.53
2008,8,79.3793,19.0661,30.4406,24.7281,68.848,26.0484,6.17996,-0.29,-0.33,-0.06,-0.09,0.48,1.26,0.69,0.51
2008,9,71.5196,19.3245,31.607,25.4411,66.531,26.2922,5.0035,0.52,-0.39,0,-0.21,0.57,1.11,0.74,0.57
2008,10,78.9167,18.9734,31.2978,25.1101,66.5594,27.133,4.08243,0.44,0.23,0.14,-0.01,0.79,1.1,0.89,0.55
2008,11,70.8311,17.8822,30.9289,24.3803,65.8532,27.7199,3.9498,0.47,0.54,0.13,0.24,0.94,0.94,1.17,0.57
2008,12,41.1125,17.4646,30.8042,24.1096,62.0689,27.7,4.10387,-1.09,-0.04,-0.28,-0.04,0.59,0.47,1.16,0.46
2009,1,44.6191,17.8226,31.4071,24.5901,63.0173,27.499,4.22501,-0.13,-0.05,-0.03,-0.05,0.29,0.51,1.44,0.53
2009,2,50.8674,18.5849,32.0946,25.3141,59.9793,28.1338,4.00037,0.89,0.2,0.25,-0.02,0.07,0.58,1.51,0.64
2009,3,64.5765,19.6101,32.627,26.0939,57.0428,28.695,3.8351,-0.5,-0.02,-0.02,-0.23,-0.21,0.55,1.33,0.57
2009,4,82.191,20.6029,33.0574,26.8045,65.1271,29.3493,4.12006,-1.13,-0.51,-0.28,-0.24,-0.31,0.52,1.18,0.62
2009,5,59.8504,20.4184,32.4575,26.4133,65.8892,29.1303,4.52937,-1.71,-1.43,-0.64,-0.51,-0.55,0.3,0.86,0.38
2009,6,44.5063,19.8168,31.9967,25.8817,66.5219,28.1442,5.40137,-1.48,-1.61,-0.93,-0.87,-0.74,0,0.78,0.29
2009,7,74.7337,18.7638,30.1582,24.436,69.7655,26.7661,6.59899,0.27,-1.57,-1.11,-0.81,-0.69,-0.33,0.73,0.29
2009,8,77.8661,19.3476,31.007,25.1521,67.446,26.5531,5.96869,-0.38,-1.87,-1.49,-0.77,-0.78,-0.67,0.59,0.22
2009,9,60.3399,19.7247,32.1858,25.9311,67.6586,26.8845,4.9386,-0.9,-1.89,-1.42,-0.92,-0.94,-0.9,0.37,0.17
2009,10,74.7894,19.3071,31.8404,25.5493,66.7159,27.5472,4.13569,0.18,-1.23,-1.32,-1.12,-0.75,-0.74,0.35,0.27
2009,11,65.2987,18.6398,31.1363,24.8624,65.8979,28.1654,3.61187,0.08,-0.49,-1.38,-1.4,-0.69,-0.65,0.15,0.46
2009,12,62.3587,18.4426,31.1186,24.7556,65.4406,28.3947,3.72145,0.55,-0.01,-0.99,-0.96,-0.72,-0.59,-0.01,0.67
2010,1,46.638,17.9072,31.3327,24.5954,65.5063,28.6352,4.26036,0.07,-0.05,-0.68,-0.87,-0.71,-0.57,0.03,0.95
2010,2,57.5607,19.1979,32.2285,25.6878,67.6001,28.8355,3.84624,1.55,0.37,0.08,-0.69,-0.45,-0.45,0.16,1.06
2010,3,82.4591,19.6494,32.5175,26.0596,67.4871,29.5037,3.57736,0.81,0.72,0.49,-0.36,-0.33,-0.39,0.3,1.03
2010,4,87.9162,20.8314,33.2716,27.0255,68.4354,29.9154,4.04651,-0.62,0.6,0.3,-0.27,-0.56,-0.33,0.33,0.94
2010,5,76.8899,20.4996,32.3187,26.3842,71.9972,29.2521,4.46437,-0.34,0.53,0.27,0.03,-0.75,-0.33,0.32,0.8
2010,6,63.3367,19.3528,31.1586,25.2314,72.3432,28.0007,5.75184,0.93,0.61,0.52,0.33,-0.43,-0.36,0.25,0.88
2010,7,77.8517,18.8218,29.7155,24.2436,72.5242,26.724,6.62965,0.59,0.82,0.65,0.38,-0.31,-0.29,0.03,0.87
2010,8,79.5915,18.9372,30.2195,24.5535,73.1448,25.9998,6.20672,-0.19,0.21,0.65,0.39,-0.44,-0.27,-0.23,0.75
2010,9,60.4565,19.1704,31.2444,25.1826,70.5838,26.3652,5.10365,-0.9,-0.35,0.33,0.37,-0.43,-0.42,-0.43,0.55
2010,10,71.1416,19.3746,31.9106,25.6171,68.3636,27.1715,3.92185,-0.08,-0.15,0.28,0.34,-0.29,-0.5,-0.36,0.49
2010,11,52.9687,18.8327,31.7063,25.2449,68.1648,27.9546,3.64699,-0.76,-0.3,-0.32,0.13,-0.16,-0.72,-0.4,0.22
2010,12,48.2574,17.9621,31.2984,24.6063,66.7559,28.1937,3.75869,-0.49,-0.61,-0.65,-0.14,-0.11,-0.65,-0.48,-0.01
2011,1,36.1922,17.2211,30.9134,24.0417,63.3657,27.9628,4.21905,-1.13,-0.95,-0.7,-0.32,-0.26,-0.75,-0.58,-0.06
2011,2,42.6892,18.3805,32.1762,25.2531,61.0724,27.8811,4.27087,0.07,-0.88,-0.57,-0.57,-0.21,-0.84,-0.64,-0.08
2011,3,76.6743,19.1608,32.4752,25.7923,60.2967,28.6233,3.55038,0.44,-0.53,-0.58,-0.62,0,-0.68,-0.65,0
2011,4,84.991,20.4148,33.0365,26.7005,63.1996,29.3239,3.95573,-0.87,-0.83,-0.92,-0.7,-0.21,-0.66,-0.64,-0.01
2011,5,83.0863,20.1023,32.1246,26.089,69.5513,29.062,4.57588,0.1,-0.62,-0.83,-0.58,-0.21,-0.38,-0.57,0.02
2011,6,51.5594,19.5961,31.5573,25.5518,70.4221,28.0587,5.50642,-0.47,-0.65,-0.75,-0.8,-0.38,-0.3,-0.71,-0.14
2011,7,66.7777,19.0424,30.3676,24.6814,71.3187,26.965,6.13521,-0.65,-0.52,-0.92,-0.99,-0.46,-0.42,-0.77,-0.43
2011,8,83.7923,18.836,30.0618,24.4236,71.1718,26.6222,5.9143,0.17,-0.43,-0.7,-0.86,-0.62,-0.34,-0.7,-0.62
2011,9,84.3863,19.2477,31.0191,25.109,71.0999,26.8729,5.13919,1.79,-0.07,-0.19,-0.43,-0.51,-0.03,-0.57,-0.58
2011,10,67.5694,18.303,31.1339,24.6937,70.3949,27.4941,3.85287,-0.29,0.11,-0.05,-0.55,-0.49,-0.11,-0.66,-0.54
2011,11,73.8544,18.1803,30.66,24.3949,71.2997,28.2332,3.61328,0.65,0.33,0.15,-0.22,-0.31,-0.01,-0.64,-0.4
2011,12,66.1593,16.9752,30.0114,23.468,70.0469,28.3104,3.82866,0.82,0.63,0.25,0.13,-0.27,0.01,-0.4,-0.3
2012,1,35.095,16.8225,30.6558,23.7139,65.7054,27.8529,4.71875,-1.25,0.48,0.25,0.13,-0.49,-0.07,-0.47,-0.36
2012,2,35.901,17.9057,32.7587,25.3069,62.6176,27.8287,4.25403,-0.74,0.28,0.1,0,-0.59,-0.35,-0.63,-0.49
2012,3,55.2809,19.0356,32.3303,25.6573,61.2574,28.4702,3.78794,-1.39,-0.4,-0.13,-0.36,-0.7,-0.68,-0.73,-0.69
2012,4,99.5267,19.9484,32.2283,26.063,66.1079,29.3678,3.80861,0.35,-0.24,0.05,-0.11,-0.62,-0.54,-0.56,-0.55
2012,5,79.6904,19.9305,31.7713,25.8259,70.7593,28.9532,4.56129,-0.12,-0.62,-0.03,-0.16,-0.49,-0.52,-0.36,-0.53
2012,6,58.3418,19.0946,30.9247,24.9851,69.122,27.6774,5.78914,0.32,-1.05,-0.3,-0.07,-0.35,-0.61,-0.23,-0.59
2012,7,76.6433,18.3187,29.5634,23.9163,72.158,26.6105,6.07817,0.49,-0.55,-0.14,0.11,-0.12,-0.64,-0.22,-0.55
2012,8,85.5651,18.6785,29.7367,24.1823,71.9221,26.6609,5.63165,0.34,-0.17,-0.29,0.13,-0.06,-0.55,-0.13,-0.49
2012,9,69.2264,18.986,31.2078,25.0723,72.3568,27.1511,4.84137,0.18,0.4,-0.55,-0.1,-0.11,-0.42,-0.04,-0.51
2012,10,71.6634,19.0297,31.5166,25.2471,70.0386,27.8104,3.94309,-0.02,0.23,-0.29,-0.06,0.01,-0.39,-0.07,-0.57
2012,11,66.8777,18.1818,30.9786,24.5554,69.293,28.352,3.33666,0.21,0.33,-0.06,-0.22,0.02,-0.22,-0.06,-0.61
2012,12,64.1106,17.1081,30.2586,23.6576,69.3855,28.4828,3.6073,0.68,0.45,0.45,-0.25,0.19,-0.06,-0.05,-0.39
2013,1,49.2767,17.8765,31.5436,24.6851,66.7312,28.1959,4.30787,0.26,0.39,0.42,0.04,0.39,0.16,0.04,-0.32
2013,2,32.9083,18.5191,32.4123,25.4406,62.7876,28.1558,4.1838,-1.12,0.09,0.27,-0.02,0.21,0.03,-0.23,-0.49
2013,3,91.9933,19.6175,32.7306,26.1483,67.4789,28.6665,3.51887,1.49,0.49,0.62,0.61,0.27,0.21,-0.13,-0.24
2013,4,100.723,20.1544,32.6088,26.3563,72.456,29.2155,3.60879,0.42,0.69,0.64,0.64,0.4,0.41,-0.01,-0.09
2013,5,84.2141,20.0685,32.2133,26.116,70.7837,28.6587,4.87079,0.17,0.77,0.58,0.7,0.3,0.45,0.07,0.12
2013,6,44.7385,19.0858,31.0995,25.0679,69.2979,27.3623,5.9194,-1.48,0.27,0.34,0.49,-0.05,0.35,-0.14,0.11
2013,7,65.6266,18.6465,30.1595,24.378,72.0964,26.4015,6.41928,-0.77,-0.03,0.27,0.29,0.03,0.33,-0.27,0.02
2013,8,97.5762,18.6543,29.876,24.24,72.2338,26.0727,5.80432,1.35,0.77,0.59,0.47,0.33,0.5,-0.08,0.18
2013,9,72.7716,19.1406,31.2519,25.1718,70.6212,26.6394,4.63051,0.63,0.31,0.52,0.5,0.6,0.34,0.05,0.28
2013,10,73.0203,18.9347,31.4782,25.1801,69.6476,27.615,4.11957,0.05,0.14,0.46,0.57,0.55,0.38,0.06,0.24
2013,11,71.6124,18.4423,31.2841,24.8395,69.858,28.2381,3.60269,0.53,0.28,0.78,0.71,0.69,0.36,0.24,0.29
2013,12,56.7498,16.7887,30.1158,23.4265,68.3813,28.0575,3.77922,0.2,0.54,0.37,0.58,0.68,0.22,0.31,0.27
2014,1,43.5429,17.1197,30.813,23.9408,66.8533,27.4112,4.30873,-0.24,0.61,0.23,0.5,0.71,0.41,0.49,0.36
2014,2,43.8734,18.1222,31.5302,24.8011,63.769,27.6816,4.61883,0.18,0.28,0.21,0.66,0.67,0.49,0.49,0.22
2014,3,64.3024,19.6121,32.612,26.0874,63.4123,28.5798,3.70462,-0.59,0.02,0.28,0.18,0.52,0.59,0.34,0.04
2014,4,91.8374,19.8747,32.265,26.0454,68.1827,29.3181,3.7968,-0.29,-0.07,0.34,0.02,0.46,0.51,0.42,0.06
2014,5,84.753,19.8865,31.5834,25.7101,72.0167,29.2149,4.5916,0.24,-0.23,0.08,0.04,0.48,0.6,0.44,0.13
2014,6,53.3645,19.6584,31.3449,25.4773,71.0797,27.7221,5.4993,-0.34,-0.45,-0.07,0.18,0.28,0.53,0.44,0.03
2014,7,78.0997,18.9403,30.0216,24.4566,73.1666,26.4915,6.014,0.59,-0.2,0.03,0.38,0.32,0.54,0.54,0.02
2014,8,88.4107,19.0926,29.9409,24.491,71.2681,26.2395,5.47166,0.52,-0.04,-0.01,0.2,0.5,0.55,0.57,0.08
2014,9,75.5111,18.955,30.7284,24.8169,70.1132,26.7254,4.9303,0.96,0.46,0.12,0.23,0.33,0.61,0.48,0.2
2014,10,81.1891,18.7468,30.9153,24.8055,71.5814,27.7679,3.5273,0.56,0.76,0.37,0.39,0.36,0.69,0.58,0.27
2014,11,65.6982,18.4767,31.0242,24.7245,67.7328,28.5411,3.52706,0.15,0.66,0.34,0.3,0.36,0.67,0.5,0.37
2014,12,55.5334,17.0741,30.3446,23.6847,67.0361,28.4022,4.00885,0.13,0.67,0.49,0.28,0.52,0.54,0.39,0.45
2015,1,43.555,16.5187,30.436,23.4524,65.9948,27.6285,4.93599,-0.24,0.48,0.52,0.3,0.69,0.59,0.59,0.67
2015,2,38.9073,18.0737,32.7625,25.3931,59.721,27.8905,4.04667,-0.38,0.26,0.39,0.19,0.4,0.64,0.6,0.61
2015,3,61.0493,19.6026,32.9926,26.272,60.5457,28.8758,4.16408,-0.85,-0.12,0.25,0.14,0.15,0.26,0.65,0.43
2015,4,97.2342,19.9312,32.1225,26.0015,67.1007,29.7819,3.59569,0.11,-0.31,0.17,0.23,0.15,0.21,0.62,0.53
2015,5,90.8452,20.1288,31.7741,25.926,70.2563,29.3095,4.49107,0.64,-0.17,0.21,0.33,0.18,0.32,0.75,0.6
2015,6,62.5661,19.5413,31.3081,25.3992,69.813,27.7535,5.40028,0.93,-0.02,0.18,0.5,0.24,0.54,0.79,0.69
2015,7,62.7781,18.8725,30.3741,24.5986,68.9597,27.0074,5.9415,-1.14,-0.27,-0.16,0.24,0.13,0.5,0.63,0.64
2015,8,82.9096,19.0284,30.7096,24.8433,69.847,27.0446,5.58942,0.08,-0.11,-0.2,0.15,0.11,0.29,0.58,0.61
2015,9,66.7899,19.6221,31.9764,25.7731,67.9852,27.6751,4.86583,-0.05,0.22,-0.26,0,0.2,0.21,0.55,0.44
2015,10,80.445,19.731,31.987,25.8345,69.3692,28.3953,4.04412,0.5,0.37,-0.03,-0.02,0.34,0.28,0.6,0.52
2015,11,79.8028,18.6619,30.9437,24.7772,72.0497,28.9064,3.65531,1,0.51,0.38,0.22,0.51,0.37,0.72,0.56
2015,12,60.3368,17.7182,29.9255,23.7969,70.5375,28.7982,3.78402,0.41,0.4,0.66,0.3,0.61,0.37,0.66,0.52
2016,1,63.1769,18.0016,30.7658,24.3581,69.1856,28.3984,4.27537,1.51,0.94,0.96,0.66,0.9,0.7,0.94,0.93
2016,2,47.1253,18.6172,32.0271,25.2973,66.878,28.4187,4.42042,0.49,0.99,0.85,0.76,0.89,0.71,1.06,1
2016,3,62.7408,20.6693,34.0757,27.3475,64.9783,29.5286,3.59209,-0.67,0.8,0.56,0.77,0.61,0.69,0.75,1.02
2016,4,121.981,20.6047,32.6333,26.5941,71.4975,29.9334,3.87511,1.94,1.33,1.22,1.2,0.86,1.06,0.97,1.22
2016,5,87.5274,20.0878,31.6318,25.8348,71.7378,28.9995,4.81196,0.44,1.28,1.27,1.15,0.94,1.15,1.03,1.3
2016,6,56.1932,19.3929,31.2022,25.2728,70.9449,27.4038,6.04208,0.06,1.35,1.25,1.04,0.91,1.19,1.13,1.26
2016,7,77.8947,18.872,30.0698,24.446,73.2873,26.2657,6.22756,0.59,1.09,1.36,1.28,0.99,1.2,1.23,1.25
2016,8,86.8616,19.0421,30.3619,24.6758,72.0238,26.4049,5.90181,0.43,1.01,1.28,1.26,1.04,1.15,1.08,1.23
2016,9,64.6167,19.1118,31.2255,25.1443,68.3327,26.6175,5.19025,-0.29,1.2,1.15,1.16,1.09,0.98,0.99,1.16
2016,10,60.8054,19.2693,31.8566,25.5392,64.7613,27.3393,4.22995,-0.79,0.03,0.51,0.99,0.93,0.7,0.84,1.02
2016,11,64.4467,18.2603,31.1298,24.6703,64.9657,28.2328,4.00821,0.02,-0.14,0.36,0.79,0.83,0.67,0.76,0.99
2016,12,57.1017,17.6216,30.9143,24.2431,64.0794,28.3427,3.88537,0.2,-0.08,0.55,0.72,0.76,0.64,0.73,0.94
2017,1,35.1638,17.2671,31.8026,24.51,58.0171,28.1101,4.21842,-1.25,-0.45,-0.19,0.23,0.87,0.65,0.78,1.03
2017,2,52.16,18.0544,31.4399,24.7217,63.2664,28.1821,4.47356,0.99,-0.35,-0.12,0.3,1.01,0.78,0.85,1.16
2017,3,74.325,19.4592,32.5141,25.9614,62.6231,28.9692,3.86425,0.21,-0.21,-0.06,0.48,1.01,0.92,0.93,0.95
2017,4,114.472,20.3177,32.5529,26.41,66.3678,29.8297,4.70411,1.38,0.46,0.18,0.35,1.16,1.15,1.16,1.07
2017,5,94.2061,20.2338,31.8052,25.9949,72.0828,29.5659,5.10821,0.84,0.85,0.31,0.45,1.14,1.24,1.27,1.16
2017,6,57.4609,19.6393,31.2865,25.4387,70.6903,28.1605,6.22766,0.19,0.96,0.36,0.47,1.05,1.17,1.3,1.25
2017,7,77.9058,19.0327,30.1483,24.5661,69.7302,27.2459,6.80254,0.59,1.57,0.75,0.46,0.86,1.37,1.28,1.34
2017,8,86.0365,19.3686,30.3993,24.8588,71.6379,26.9785,6.41647,0.34,1.28,0.92,0.42,0.8,1.36,1.22,1.2
2017,9,79.3301,19.4193,31.2124,25.2913,69.2127,27.3397,5.34811,1.27,1.55,1.15,0.61,1.02,1.46,1.23,1.22
2017,10,88.2662,19.3317,31.5337,25.4078,67.7606,28.1046,4.59693,0.98,1.34,1.75,1.12,0.88,1.48,1.25,1.29
2017,11,80.8793,17.9252,30.9689,24.4225,68.121,28.7039,4.05994,1.06,1.34,1.74,1.54,1.05,1.49,1.39,1.35
2017,12,39.038,17.3586,30.6303,23.9695,67.2625,28.2589,4.54468,-1.27,0.81,1.27,1.2,0.83,1.19,1.2,1.21
2018,1,50.9181,16.7089,30.0279,23.3423,65.5452,27.5124,4.8578,0.46,0.76,1.02,1.48,0.96,1.21,1.45,1.53
2018,2,47.0945,18.7328,32.7822,25.732,61.2513,27.9813,3.92975,0.49,0.74,0.85,1.31,0.96,1.17,1.51,1.51
2018,3,83.1198,19.0167,32.1756,25.5706,65.6727,28.7774,3.496,0.88,0.72,1.04,1.41,1.13,1.39,1.69,1.61
2018,4,100.051,19.6779,31.8765,25.7519,70.0653,29.6687,3.66191,0.35,0.58,1.02,1.22,1.35,1.16,1.75,1.69
2018,5,102.505,19.6033,31.6715,25.612,71.7219,29.1445,4.55174,1.41,0.77,1.29,1.36,1.69,1.4,1.9,1.86
2018,6,67.7738,18.8934,30.551,24.6982,71.0452,27.7053,5.1556,1.52,1.74,1.27,1.55,1.8,1.56,1.95,1.97
2018,7,74.0112,18.6255,29.6626,24.1184,71.885,26.7817,5.98692,0.16,1.77,1.15,1.48,1.93,1.52,2.02,1.9
2018,8,88.5215,18.6027,29.837,24.1947,70.3363,26.8098,5.42438,0.6,1.7,1.07,1.42,1.76,1.5,2.02,1.87
2018,9,68.5668,18.8698,31.01,24.9151,67.8236,27.2198,4.64709,0.18,1.4,1.49,1.2,1.67,1.49,2.01,1.77
2018,10,71.5213,18.9049,31.488,25.1717,69.0086,27.8658,3.99437,-0.02,1.15,1.38,1.09,1.46,1.54,1.87,1.63
2018,11,56.9676,18.3898,31.0633,24.7012,64.6648,28.4646,3.42671,-0.47,0.33,1.01,0.75,1.24,1.46,1.65,1.55
2018,12,60.2849,17.6897,30.5965,24.117,63.7914,28.4486,3.66076,0.41,0.13,0.82,1.13,1.29,1.44,1.61,1.58
2019,1,47.8729,17.0371,31.5102,24.2489,60.6176,28.4366,4.32007,0.17,0.13,0.77,1.08,1.43,1.78,1.69,1.91
2019,2,46.6864,18.8576,32.5106,25.6582,59.2115,28.4502,4.17422,0.49,0.07,0.44,1.01,1.46,1.66,1.66,1.93
2019,3,76.6959,19.5611,32.7806,26.1453,57.7263,29.1431,3.56177,0.44,0.17,0.32,0.88,1.31,1.68,1.76,1.99
2019,4,99.7124,20.5349,32.8164,26.6499,60.058,29.9176,3.47499,0.35,0.3,0.37,0.9,1.15,1.55,1.57,2.03
2019,5,97.8142,19.781,31.404,25.5679,65.3987,29.6254,4.49293,1.1,0.95,0.52,0.82,1.17,1.67,1.7,2.11
2019,6,72.6063,19.0266,30.5642,24.7703,68.575,28.1844,5.40203,2.08,1.47,0.79,0.91,1.62,1.88,1.86,2.17
2019,7,74.4935,19.0575,30.3734,24.6904,68.0534,26.8686,5.62889,0.16,1.57,0.92,0.9,1.53,1.85,1.79,2.23
2019,8,86.7417,19.0188,30.1135,24.5411,68.8232,26.9225,5.45985,0.43,1.46,1.28,0.81,1.43,1.8,1.74,2.23
2019,9,74.0781,19.3616,31.1379,25.2258,66.8563,27.3009,4.7488,0.74,1.49,1.36,0.84,1.3,1.68,1.8,2.23
2019,10,118.791,18.7533,30.9364,24.8199,72.7802,27.7962,3.87976,2.63,2.46,2.34,1.7,1.84,1.95,2.27,2.45
2019,11,88.4922,18.2986,30.7815,24.5158,68.7428,28.4366,3.6272,1.45,2.42,2.5,2.42,1.93,2.03,2.49,2.5
2019,12,83.3918,17.5715,30.4614,23.9919,71.1008,28.3187,3.47012,1.85,2.36,2.72,2.79,2.14,2.42,2.67,2.67
2020,1,70.1336,16.9569,30.1834,23.5446,68.5707,28.0053,4.32338,2.07,2.66,3.04,3.12,2.72,2.91,3.33,3.18
2020,2,48.7075,17.6167,31.1764,24.3718,62.4516,28.088,3.72047,0.7,2.6,2.79,2.96,2.76,2.85,3.25,3.11
2020,3,91.1686,19.6379,32.2639,25.9254,63.955,-9.99E+08,3.48196,1.43,2.71,2.8,3.07,2.89,2.9,3.35,3.23
2020,4,109.115,19.5476,31.5765,25.5366,64.7918,-9.99E+08,3.74115,1.02,2.47,3.02,3.27,3.08,3.06,3.37,3.16
2020,5,77.6527,20.1428,31.6875,25.8902,70.4582,-9.99E+08,4.37595,-0.26,2.19,2.78,2.96,3.2,2.91,3.27,3.1
2020,6,55.1338,19.1414,30.8325,24.9623,70.0543,-9.99E+08,5.46288,-0.07,1.74,2.61,2.72,3.06,2.79,3.25,3.07
2020,7,86.7265,18.9936,30.0785,24.511,73.4502,-9.99E+08,6.34791,1.53,1.57,2.34,2.9,3.15,2.97,3.28,3.1
2020,8,98.2574,18.8566,29.9234,24.3646,71.9822,-9.99E+08,5.48487,1.35,1.73,2.44,2.87,3.07,2.99,3.31,3.14
2020,9,74.5537,19.0778,30.9806,25.0049,70.1753,-9.99E+08,4.44499,0.85,1.37,2.1,2.72,2.96,2.96,3.22,3.15
2020,10,71.3039,19.3573,31.5975,25.4512,66.6872,-9.99E+08,3.72473,-0.08,0.84,1.55,2.33,2.93,2.8,2.96,3.1
2020,11,69.7247,18.1209,30.7858,24.4276,66.5433,-9.99E+08,3.4266,0.4,1.02,1.4,2.27,2.9,2.94,2.86,3.14
2020,12,53.1947,17.9148,31.135,24.5002,64.0272,-9.99E+08,3.52762,-0.1,0.87,0.89,1.72,2.67,2.77,2.92,3.09
